  id  |    date    | send_in_telegram |    message    |          created_at           |          updated_at           | booking_id | cleaning_id | payment_id 
 3245 | 2024-05-01 | t                | Start Booking | 2024-08-12 14:01:10.117675+00 | 2024-08-12 14:01:10.117701+00 |        747 |             |           
 3246 | 2024-05-01 | t                | Payment       | 2024-08-12 14:01:10.125371+00 | 2024-08-12 14:01:10.125399+00 |            |             |       2435
 3247 | 2024-08-12 | t                | Payment       | 2024-08-12 14:01:10.129474+00 | 2024-08-12 14:01:10.129502+00 |            |             |       2436
 3248 | 2024-05-01 | t                | Payment       | 2024-08-12 14:01:10.133872+00 | 2024-08-12 14:01:10.133902+00 |            |             |       2437
 3249 | 2024-05-05 | t                | Cleaning      | 2024-08-12 14:02:03.85957+00  | 2024-08-12 14:02:03.859597+00 |            |         693 |           
 3250 | 2024-05-05 | t                | End Booking   | 2024-08-12 14:02:03.861276+00 | 2024-08-12 14:02:03.861303+00 |        748 |             |           
 3251 | 2024-05-01 | t                | Start Booking | 2024-08-12 14:02:03.862365+00 | 2024-08-12 14:02:03.862393+00 |        748 |             |           
 3252 | 2024-05-01 | t                | Payment       | 2024-08-12 14:02:33.883102+00 | 2024-08-12 14:02:33.883151+00 |            |             |       2438
 3253 | 2024-08-12 | t                | Payment       | 2024-08-12 14:02:50.922877+00 | 2024-08-12 14:02:50.922924+00 |            |             |       2439
 3254 | 2024-05-01 | t                | Payment       | 2024-08-12 14:03:01.825814+00 | 2024-08-12 14:03:01.825865+00 |            |             |       2440
 3255 | 2024-05-05 | t                | Cleaning      | 2024-08-12 14:03:42.242965+00 | 2024-08-12 14:03:42.242991+00 |            |         694 |           
 3256 | 2024-05-05 | t                | End Booking   | 2024-08-12 14:03:42.244419+00 | 2024-08-12 14:03:42.244444+00 |        749 |             |           
 3257 | 2024-05-01 | t                | Start Booking | 2024-08-12 14:03:42.245438+00 | 2024-08-12 14:03:42.245463+00 |        749 |             |           
 3258 | 2024-05-01 | t                | Payment       | 2024-08-12 14:03:45.55835+00  | 2024-08-12 14:03:45.558388+00 |            |             |       2441
 3259 | 2024-08-12 | t                | Payment       | 2024-08-12 14:04:25.554216+00 | 2024-08-12 14:04:25.554263+00 |            |             |       2442
 3260 | 2024-05-01 | t                | Payment       | 2024-08-12 14:05:10.451226+00 | 2024-08-12 14:05:10.451268+00 |            |             |       2443
 3261 | 2024-05-05 | t                | Cleaning      | 2024-08-12 14:08:51.314971+00 | 2024-08-12 14:08:51.315004+00 |            |         695 |           
 3262 | 2024-05-05 | t                | End Booking   | 2024-08-12 14:08:51.317421+00 | 2024-08-12 14:08:51.317451+00 |        750 |             |           
 3263 | 2024-05-01 | t                | Start Booking | 2024-08-12 14:08:51.318704+00 | 2024-08-12 14:08:51.31873+00  |        750 |             |           
 3264 | 2024-05-01 | t                | Payment       | 2024-08-12 14:08:51.325882+00 | 2024-08-12 14:08:51.325913+00 |            |             |       2444
 3265 | 2024-08-12 | t                | Payment       | 2024-08-12 14:08:51.330858+00 | 2024-08-12 14:08:51.330889+00 |            |             |       2445
 3266 | 2024-05-01 | t                | Payment       | 2024-08-12 14:08:51.336157+00 | 2024-08-12 14:08:51.336187+00 |            |             |       2446
 3267 | 2024-05-05 | t                | Cleaning      | 2024-08-12 14:09:00.933531+00 | 2024-08-12 14:09:00.933564+00 |            |         696 |           
 3268 | 2024-05-05 | t                | End Booking   | 2024-08-12 14:09:00.935351+00 | 2024-08-12 14:09:00.93538+00  |        751 |             |           
 3269 | 2024-05-01 | t                | Start Booking | 2024-08-12 14:09:00.936559+00 | 2024-08-12 14:09:00.936588+00 |        751 |             |           
 3270 | 2024-05-01 | t                | Payment       | 2024-08-12 14:09:02.677321+00 | 2024-08-12 14:09:02.677362+00 |            |             |       2447
 3271 | 2024-08-12 | t                | Payment       | 2024-08-12 14:09:04.968954+00 | 2024-08-12 14:09:04.969041+00 |            |             |       2448
 3272 | 2024-05-01 | t                | Payment       | 2024-08-12 14:09:07.783355+00 | 2024-08-12 14:09:07.783392+00 |            |             |       2449
 3273 | 2024-05-01 | t                | Payment       | 2024-08-12 14:09:30.517608+00 | 2024-08-12 14:09:30.517662+00 |            |             |       2450
 3274 | 2024-05-05 | t                | Cleaning      | 2024-08-12 14:14:27.845936+00 | 2024-08-12 14:14:27.845977+00 |            |         697 |           
 3275 | 2024-05-05 | t                | End Booking   | 2024-08-12 14:14:27.849545+00 | 2024-08-12 14:14:27.849585+00 |        752 |             |           
 3276 | 2024-05-01 | t                | Start Booking | 2024-08-12 14:14:27.852693+00 | 2024-08-12 14:14:27.852732+00 |        752 |             |           
 3277 | 2024-05-01 | t                | Payment       | 2024-08-12 14:14:32.415856+00 | 2024-08-12 14:14:32.415895+00 |            |             |       2451
 3278 | 2024-08-12 | t                | Payment       | 2024-08-12 14:14:33.26855+00  | 2024-08-12 14:14:33.268588+00 |            |             |       2452
 3279 | 2024-05-01 | t                | Payment       | 2024-08-12 14:14:33.900421+00 | 2024-08-12 14:14:33.900458+00 |            |             |       2453
 3280 | 2024-05-01 | t                | Payment       | 2024-08-12 14:14:36.883527+00 | 2024-08-12 14:14:36.883567+00 |            |             |       2454
 3281 | 2024-05-05 | t                | Cleaning      | 2024-08-12 14:15:42.916301+00 | 2024-08-12 14:15:42.916335+00 |            |         698 |           
 3282 | 2024-05-05 | t                | End Booking   | 2024-08-12 14:15:42.918197+00 | 2024-08-12 14:15:42.918227+00 |        753 |             |           
 3283 | 2024-05-01 | t                | Start Booking | 2024-08-12 14:15:42.919544+00 | 2024-08-12 14:15:42.919576+00 |        753 |             |           
 3284 | 2024-05-01 | t                | Payment       | 2024-08-12 14:15:44.663269+00 | 2024-08-12 14:15:44.663309+00 |            |             |       2455
 3285 | 2024-08-12 | t                | Payment       | 2024-08-12 14:15:46.669867+00 | 2024-08-12 14:15:46.669905+00 |            |             |       2456
 3286 | 2024-05-01 | t                | Payment       | 2024-08-12 14:15:47.259932+00 | 2024-08-12 14:15:47.259971+00 |            |             |       2457
 3287 | 2024-05-01 | t                | Payment       | 2024-08-12 14:15:47.265128+00 | 2024-08-12 14:15:47.265163+00 |            |             |       2458
 3288 | 2024-05-05 | t                | Cleaning      | 2024-08-12 14:18:01.162061+00 | 2024-08-12 14:18:01.162097+00 |            |         699 |           
 3289 | 2024-05-05 | t                | End Booking   | 2024-08-12 14:18:01.164414+00 | 2024-08-12 14:18:01.164453+00 |        754 |             |           
 3290 | 2024-05-01 | t                | Start Booking | 2024-08-12 14:18:01.165919+00 | 2024-08-12 14:18:01.165953+00 |        754 |             |           
 3291 | 2024-05-01 | t                | Payment       | 2024-08-12 14:18:02.000346+00 | 2024-08-12 14:18:02.000385+00 |            |             |       2459
 3292 | 2024-08-12 | t                | Payment       | 2024-08-12 14:18:02.587555+00 | 2024-08-12 14:18:02.587593+00 |            |             |       2460
 3293 | 2024-05-01 | t                | Payment       | 2024-08-12 14:18:03.346926+00 | 2024-08-12 14:18:03.346963+00 |            |             |       2461
 3294 | 2024-05-01 | t                | Payment       | 2024-08-12 14:18:03.352586+00 | 2024-08-12 14:18:03.352632+00 |            |             |       2462
 3295 | 2024-05-05 | t                | Cleaning      | 2024-08-12 14:18:36.098217+00 | 2024-08-12 14:18:36.098253+00 |            |         700 |           
 3296 | 2024-05-05 | t                | End Booking   | 2024-08-12 14:18:36.100028+00 | 2024-08-12 14:18:36.100056+00 |        755 |             |           
 3297 | 2024-05-01 | t                | Start Booking | 2024-08-12 14:18:36.101166+00 | 2024-08-12 14:18:36.101193+00 |        755 |             |           
 3298 | 2024-05-01 | t                | Payment       | 2024-08-12 14:18:38.652504+00 | 2024-08-12 14:18:38.652553+00 |            |             |       2463
 3299 | 2024-08-12 | t                | Payment       | 2024-08-12 14:18:38.659256+00 | 2024-08-12 14:18:38.65929+00  |            |             |       2464
 3300 | 2024-05-01 | t                | Payment       | 2024-08-12 14:18:38.664372+00 | 2024-08-12 14:18:38.664417+00 |            |             |       2465
 3301 | 2024-05-01 | t                | Payment       | 2024-08-12 14:18:38.669381+00 | 2024-08-12 14:18:38.669417+00 |            |             |       2466
 3302 | 2024-05-05 | t                | Cleaning      | 2024-08-12 14:19:46.414688+00 | 2024-08-12 14:19:46.414714+00 |            |         701 |           
 3303 | 2024-05-05 | t                | End Booking   | 2024-08-12 14:19:46.416294+00 | 2024-08-12 14:19:46.41632+00  |        756 |             |           
 3304 | 2024-05-01 | t                | Start Booking | 2024-08-12 14:19:46.417351+00 | 2024-08-12 14:19:46.417376+00 |        756 |             |           
 3305 | 2024-05-01 | t                | Payment       | 2024-08-12 14:19:46.424984+00 | 2024-08-12 14:19:46.425016+00 |            |             |       2467
 3306 | 2024-08-12 | t                | Payment       | 2024-08-12 14:19:46.429069+00 | 2024-08-12 14:19:46.429095+00 |            |             |       2468
 3307 | 2024-05-01 | t                | Payment       | 2024-08-12 14:19:46.432703+00 | 2024-08-12 14:19:46.432729+00 |            |             |       2469
 3308 | 2024-05-01 | t                | Payment       | 2024-08-12 14:19:46.436691+00 | 2024-08-12 14:19:46.436717+00 |            |             |       2470
 3309 | 2024-05-05 | t                | Cleaning      | 2024-08-12 14:19:53.679575+00 | 2024-08-12 14:19:53.679601+00 |            |         702 |           
 3310 | 2024-05-05 | t                | End Booking   | 2024-08-12 14:19:53.681203+00 | 2024-08-12 14:19:53.681231+00 |        757 |             |           
 3311 | 2024-05-01 | t                | Start Booking | 2024-08-12 14:19:53.68244+00  | 2024-08-12 14:19:53.682466+00 |        757 |             |           
 3312 | 2024-05-01 | t                | Payment       | 2024-08-12 14:19:53.690795+00 | 2024-08-12 14:19:53.690826+00 |            |             |       2471
 3313 | 2024-08-12 | t                | Payment       | 2024-08-12 14:19:53.695549+00 | 2024-08-12 14:19:53.695578+00 |            |             |       2472
 3314 | 2024-05-01 | t                | Payment       | 2024-08-12 14:19:53.699754+00 | 2024-08-12 14:19:53.699784+00 |            |             |       2473
 3315 | 2024-05-01 | t                | Payment       | 2024-08-12 14:19:53.704321+00 | 2024-08-12 14:19:53.704352+00 |            |             |       2474
 3379 | 2024-08-09 | t                | Cleaning      | 2024-08-23 14:30:00.718777+00 | 2024-08-23 14:30:00.718819+00 |            |         712 |           
 3380 | 2024-08-09 | t                | End Booking   | 2024-08-23 14:30:00.721182+00 | 2024-08-23 14:30:00.721222+00 |        767 |             |           
 3381 | 2024-08-02 | t                | Start Booking | 2024-08-23 14:30:00.722699+00 | 2024-08-23 14:30:00.722739+00 |        767 |             |           
 3382 | 2024-08-02 | t                | Payment       | 2024-08-23 14:30:00.733592+00 | 2024-08-23 14:30:00.733634+00 |            |             |       2511
 3383 | 2024-09-02 | t                | Payment       | 2024-08-23 14:30:00.737316+00 | 2024-08-23 14:30:00.737356+00 |            |             |       2512
 3384 | 2024-10-02 | t                | Payment       | 2024-08-23 14:30:00.740563+00 | 2024-08-23 14:30:00.740602+00 |            |             |       2513
 3385 | 2024-08-23 | t                | Payment       | 2024-08-23 14:30:00.745853+00 | 2024-08-23 14:30:00.745894+00 |            |             |       2514
 3386 | 2024-08-02 | t                | Payment       | 2024-08-23 14:30:00.752197+00 | 2024-08-23 14:30:00.75224+00  |            |             |       2515
 3387 | 2024-08-02 | t                | Payment       | 2024-08-23 14:30:00.757761+00 | 2024-08-23 14:30:00.757801+00 |            |             |       2516
 3388 | 2024-08-09 | t                | Cleaning      | 2024-08-26 20:14:58.271389+00 | 2024-08-26 20:14:58.271431+00 |            |         713 |           
 3389 | 2024-08-09 | t                | End Booking   | 2024-08-26 20:14:58.279957+00 | 2024-08-26 20:14:58.279999+00 |        768 |             |           
 3390 | 2024-08-02 | t                | Start Booking | 2024-08-26 20:14:58.281408+00 | 2024-08-26 20:14:58.281448+00 |        768 |             |           
 3391 | 2024-08-02 | t                | Payment       | 2024-08-26 20:14:58.302354+00 | 2024-08-26 20:14:58.302402+00 |            |             |       2517
 3392 | 2024-08-26 | t                | Payment       | 2024-08-26 20:14:58.312793+00 | 2024-08-26 20:14:58.312837+00 |            |             |       2518
 3393 | 2024-08-02 | t                | Payment       | 2024-08-26 20:14:58.32005+00  | 2024-08-26 20:14:58.320347+00 |            |             |       2519
 3394 | 2024-08-02 | t                | Payment       | 2024-08-26 20:14:58.332169+00 | 2024-08-26 20:14:58.332212+00 |            |             |       2520
 3395 | 2024-09-04 | t                | Cleaning      | 2024-09-03 10:25:16.159175+00 | 2024-09-03 10:25:16.159213+00 |            |         714 |           
 3396 | 2024-09-04 | t                | End Booking   | 2024-09-03 10:25:16.166934+00 | 2024-09-03 10:25:16.166977+00 |        769 |             |           
 3397 | 2024-09-03 | t                | Start Booking | 2024-09-03 10:25:16.169131+00 | 2024-09-03 10:25:16.169171+00 |        769 |             |           
 3398 | 2024-09-05 | t                | Cleaning      | 2024-09-03 10:25:36.467484+00 | 2024-09-03 10:25:36.467524+00 |            |         715 |           
 3399 | 2024-09-05 | t                | End Booking   | 2024-09-03 10:25:36.469721+00 | 2024-09-03 10:25:36.469762+00 |        770 |             |           
 3400 | 2024-09-04 | t                | Start Booking | 2024-09-03 10:25:36.471242+00 | 2024-09-03 10:25:36.471283+00 |        770 |             |           
 3401 | 2024-10-23 | t                | Cleaning      | 2024-10-23 12:30:59.994143+00 | 2024-10-23 12:30:59.994154+00 |            |         716 |           
 3402 | 2024-10-23 | t                | End Booking   | 2024-10-23 12:31:00.000289+00 | 2024-10-23 12:31:00.000303+00 |        771 |             |           
 3403 | 2024-10-23 | t                | Start Booking | 2024-10-23 12:31:00.00246+00  | 2024-10-23 12:31:00.002474+00 |        771 |             |           
 3404 | 2024-11-01 | t                | Payment       | 2024-11-14 15:48:20.316806+00 | 2024-11-14 15:48:20.31685+00  |            |             |       2521
 3405 | 2024-11-04 | t                | Payment       | 2024-11-23 08:21:18.544817+00 | 2024-11-23 08:21:18.544861+00 |            |             |       2522
 3406 | 2024-11-04 | t                | Payment       | 2024-11-23 08:22:37.266939+00 | 2024-11-23 08:22:37.266987+00 |            |             |       2523
 3407 | 2024-11-14 | t                | Cleaning      | 2024-11-23 08:36:01.46811+00  | 2024-11-23 08:36:01.468154+00 |            |         717 |           
 3408 | 2024-11-14 | t                | End Booking   | 2024-11-23 08:36:01.470441+00 | 2024-11-23 08:36:01.470481+00 |        774 |             |           
 3409 | 2024-11-04 | t                | Start Booking | 2024-11-23 08:36:01.472045+00 | 2024-11-23 08:36:01.472084+00 |        774 |             |           
 3410 | 2024-11-04 | t                | Payment       | 2024-11-23 08:36:01.487027+00 | 2024-11-23 08:36:01.487072+00 |            |             |       2524
 3411 | 2024-11-04 | t                | Payment       | 2024-11-23 08:38:31.6638+00   | 2024-11-23 08:38:31.663843+00 |            |             |       2525
 3444 | 2024-12-10 | t                | Cleaning      | 2024-12-29 09:41:20.66419+00  | 2024-12-29 09:41:20.664216+00 |            |         718 |           
 3445 | 2024-12-10 | t                | End Booking   | 2024-12-29 09:41:20.671893+00 | 2024-12-29 09:41:20.671925+00 |        775 |             |           
 3446 | 2024-12-10 | t                | Start Booking | 2024-12-29 09:41:20.672996+00 | 2024-12-29 09:41:20.673024+00 |        775 |             |           
 3447 | 2025-02-28 | t                | Cleaning      | 2025-02-24 14:21:49.206975+00 | 2025-02-24 14:21:49.207017+00 |            |         719 |           
 3448 | 2025-02-28 | t                | End Booking   | 2025-02-24 14:21:49.214099+00 | 2025-02-24 14:21:49.214143+00 |        776 |             |           
 3449 | 2025-02-24 | t                | Start Booking | 2025-02-24 14:21:49.215633+00 | 2025-02-24 14:21:49.215674+00 |        776 |             |           
 3450 | 2025-02-24 | t                | Payment       | 2025-02-24 14:21:49.249513+00 | 2025-02-24 14:21:49.249567+00 |            |             |       2558
 3451 | 2025-02-24 | t                | Payment       | 2025-02-24 14:21:49.259271+00 | 2025-02-24 14:21:49.259317+00 |            |             |       2559
 3452 | 2025-02-24 | t                | Payment       | 2025-02-24 14:21:49.269734+00 | 2025-02-24 14:21:49.269853+00 |            |             |       2560
 3453 | 2025-02-24 | t                | Payment       | 2025-02-24 14:21:49.278295+00 | 2025-02-24 14:21:49.278338+00 |            |             |       2561
 3454 | 2025-02-24 | t                | Payment       | 2025-02-24 14:21:49.286283+00 | 2025-02-24 14:21:49.286335+00 |            |             |       2562
 3455 | 2025-02-28 | t                | Payment       | 2025-02-24 14:21:49.297705+00 | 2025-02-24 14:21:49.29775+00  |            |             |       2563
 3456 | 2025-03-08 | t                | Cleaning      | 2025-02-24 14:40:52.394955+00 | 2025-02-24 14:40:52.394999+00 |            |         720 |           
 3457 | 2025-03-08 | t                | End Booking   | 2025-02-24 14:40:52.397943+00 | 2025-02-24 14:40:52.397988+00 |        777 |             |           
 3458 | 2025-02-24 | t                | Start Booking | 2025-02-24 14:40:52.399834+00 | 2025-02-24 14:40:52.399876+00 |        777 |             |           
 3459 | 2025-02-24 | t                | Payment       | 2025-02-24 14:40:52.417813+00 | 2025-02-24 14:40:52.417859+00 |            |             |       2564
 3460 | 2025-02-24 | t                | Payment       | 2025-02-24 14:40:52.425448+00 | 2025-02-24 14:40:52.425492+00 |            |             |       2565
 3461 | 2025-02-24 | t                | Payment       | 2025-02-24 14:40:52.432285+00 | 2025-02-24 14:40:52.432427+00 |            |             |       2566
 3462 | 2025-02-24 | t                | Payment       | 2025-02-24 14:40:52.439525+00 | 2025-02-24 14:40:52.439571+00 |            |             |       2567
 3463 | 2025-02-28 | t                | Payment       | 2025-02-24 14:40:52.446547+00 | 2025-02-24 14:40:52.446593+00 |            |             |       2568
 3466 | 2025-02-24 | t                | Start Booking | 2025-02-24 14:42:45.156092+00 | 2025-02-24 14:42:45.156132+00 |        778 |             |           
 3467 | 2025-02-24 | t                | Payment       | 2025-02-24 14:42:45.172184+00 | 2025-02-24 14:42:45.172227+00 |            |             |       2569
 3464 | 2025-03-07 | t                | Cleaning      | 2025-02-24 14:42:45.151587+00 | 2025-02-24 14:42:45.15163+00  |            |         721 |           
 3465 | 2025-03-07 | t                | End Booking   | 2025-02-24 14:42:45.154498+00 | 2025-02-24 14:42:45.154542+00 |        778 |             |           
 3468 | 2025-03-20 | t                | Cleaning      | 2025-02-24 15:23:34.786611+00 | 2025-02-24 15:23:34.786649+00 |            |         722 |           
 3469 | 2025-03-20 | t                | End Booking   | 2025-02-24 15:23:34.789021+00 | 2025-02-24 15:23:34.789068+00 |        779 |             |           
 3470 | 2025-03-13 | t                | Start Booking | 2025-02-24 15:23:34.790827+00 | 2025-02-24 15:23:34.790871+00 |        779 |             |           
(522 rows)

